,index,date,dateUtc,openDateUtc,instrumentName,period,profitAndLoss,transactionType,reference,openLevel,closeLevel,size,currency,cashTransaction,profit_float
283,33,2024-01-05,2024-01-05T04:11:45,2024-01-05T04:11:45,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6878,-,E-0.12,WITH,11868185,-,0,-,E,False,-0.12
284,34,2024-01-05,2024-01-05T03:17:57,2024-01-05T03:17:57,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6878,-,E-0.14,WITH,11599186,-,0,-,E,False,-0.14
285,35,2024-01-05,2024-01-05T03:17:53,2024-01-05T03:17:53,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.17,WITH,11649168,-,0,-,E,False,-0.17
286,36,2024-01-04,2024-01-04T10:46:24,2024-01-04T10:46:24,Solidaritätszuschlag,-,E-0.19,WITH,11936189,-,0,-,E,False,-0.19
287,37,2024-01-04,2024-01-04T10:46:24,2024-01-04T10:46:24,Kapitalertragssteuer,-,E-3.41,WITH,11935189,-,0,-,E,False,-3.41
288,38,2024-01-04,2024-01-04T10:46:01,2024-01-04T03:33:04,AUD/CAD Mini converted at 0.68136684242994,-,E13.63,TRADE,DW8XBPAX,0.89948,0.89748,-1,E,False,13.63
289,39,2024-01-04,2024-01-04T10:06:15,2024-01-04T10:06:15,Kapitalertragssteuer,-,E-0.65,WITH,11838189,-,0,-,E,False,-0.65
290,40,2024-01-04,2024-01-04T10:06:15,2024-01-04T10:06:15,Solidaritätszuschlag,-,E-0.04,WITH,11839189,-,0,-,E,False,-0.04
291,41,2024-01-04,2024-01-04T10:06:08,2024-01-04T03:11:55,NZD/CAD Mini converted at 0.680765467744285,-,E2.59,TRADE,DW29FFAV,0.83467,0.83429,-1,E,False,2.59
292,42,2023-12-19,2023-12-19T15:18:34,2023-12-18T21:22:06,NZD/CAD Mini converted at 0.6859857547042649,-,E-28.74,TRADE,CBT9XUAW,0.83233,0.83652,-1,E,False,-28.74
293,43,2023-12-19,2023-12-19T14:48:01,2023-12-18T03:17:18,AUD/CAD Mini converted at 0.686660676890085,-,E-29.05,TRADE,B7RNB6AW,0.89784,0.90207,-1,E,False,-29.05
294,44,2023-12-19,2023-12-19T12:55:51,2023-12-18T21:39:01,GBP/CAD Mini converted at 0.68536824051336,-,E-65.80,TRADE,CBU33WAW,1.69482,1.70442,-1,E,False,-65.8
295,45,2023-12-19,2023-12-19T06:21:39,2023-12-19T06:21:39,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6867,-,E-0.12,WITH,11785167,-,0,-,E,False,-0.12
296,46,2023-12-19,2023-12-19T06:21:36,2023-12-19T06:21:36,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.12,WITH,11928168,-,0,-,E,False,-0.12
297,47,2023-12-19,2023-12-19T06:05:07,2023-12-19T06:05:07,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag GBP/CAD Mini umgerechnet in 0.6867,-,E-0.25,WITH,11691188,-,0,-,E,False,-0.25
298,48,2023-12-19,2023-12-19T06:05:03,2023-12-19T06:05:03,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag GBP/CAD Mini umgerechnet in @{3@,-,E-0.17,WITH,11658188,-,0,-,E,False,-0.17
299,49,2023-12-19,2023-12-19T05:29:59,2023-12-19T05:29:59,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6867,-,E-0.14,WITH,11262186,-,0,-,E,False,-0.14
300,0,2023-12-19,2023-12-19T05:29:55,2023-12-19T05:29:55,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E0.09,DEPO,11436187,-,0,-,E,False,0.09
301,1,2023-12-18,2023-12-18T19:21:09,2023-12-18T19:21:09,Solidaritätszuschlag,-,E-0.02,WITH,91154189,-,0,-,E,False,-0.02
302,2,2023-12-18,2023-12-18T19:21:09,2023-12-18T19:21:09,Kapitalertragssteuer,-,E-0.39,WITH,91153189,-,0,-,E,False,-0.39
303,3,2023-12-18,2023-12-18T19:20:57,2023-12-18T16:21:44,EUR/USD Mini converted at 0.911522485,-,E1.55,TRADE,CBFNU2A5,1.09177,1.0916,-1,E,False,1.55
304,4,2023-12-18,2023-12-18T15:41:16,2023-12-18T15:41:16,Kapitalertragssteuer,-,E-1.48,WITH,11134189,-,0,-,E,False,-1.48
305,5,2023-12-18,2023-12-18T15:41:16,2023-12-18T15:41:16,Solidaritätszuschlag,-,E-0.08,WITH,11135189,-,0,-,E,False,-0.08
306,6,2023-12-18,2023-12-18T15:40:56,2023-12-18T15:36:51,EUR/USD Mini converted at 0.9117568075,-,E5.93,TRADE,CAKDBCAS,1.09195,1.0913,-1,E,False,5.93
307,7,2023-12-18,2023-12-18T11:41:18,2023-12-18T11:41:18,Solidaritätszuschlag,-,E-0.09,WITH,11771189,-,0,-,E,False,-0.09
308,8,2023-12-18,2023-12-18T11:41:18,2023-12-18T11:41:18,Kapitalertragssteuer,-,E-1.60,WITH,11770189,-,0,-,E,False,-1.6
309,9,2023-12-18,2023-12-18T11:40:56,2023-12-18T03:32:58,NZD/CAD Mini converted at 0.682072128270985,-,E6.41,TRADE,B88FX5A6,0.83403,0.83309,-1,E,False,6.41
310,10,2023-12-18,2023-12-18T11:29:57,2023-12-15T15:41:35,GBP/USD Mini converted at 0.9209915475,-,E-50.93,TRADE,B48TJ5AM,1.27081,1.26528,+1,E,False,-50.93
311,11,2023-12-18,2023-12-18T05:17:25,2023-12-18T05:17:25,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag GBP/USD Mini umgerechnet in 0.9219,-,E-0.77,WITH,11358185,-,0,-,E,False,-0.77
312,12,2023-12-18,2023-12-18T05:17:06,2023-12-18T05:17:06,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag GBP/USD Mini umgerechnet in @{3@,-,E-0.10,WITH,11189185,-,0,-,E,False,-0.1
313,13,2023-12-15,2023-12-15T21:36:18,2023-12-15T21:36:18,Solidaritätszuschlag,-,E-0.06,WITH,11280189,-,0,-,E,False,-0.06
314,14,2023-12-15,2023-12-15T21:36:18,2023-12-15T21:36:18,Kapitalertragssteuer,-,E-1.06,WITH,11279189,-,0,-,E,False,-1.06
315,15,2023-12-15,2023-12-15T21:35:55,2023-12-15T21:17:00,GBP/CAD Mini converted at 0.68268752465783,-,E4.23,TRADE,B6NVJ9AP,1.69509,1.69571,+1,E,False,4.23
316,16,2023-12-15,2023-12-15T18:44:04,2023-12-15T13:17:29,EUR/USD Mini converted at 0.9223523175,-,E-47.78,TRADE,B3UM9GAM,1.09448,1.0893,+1,E,False,-47.78
317,17,2023-12-15,2023-12-15T15:56:08,2023-12-15T15:56:08,Kapitalertragssteuer,-,E-1.66,WITH,11895189,-,0,-,E,False,-1.66
318,18,2023-12-15,2023-12-15T15:56:08,2023-12-15T15:56:08,Solidaritätszuschlag,-,E-0.09,WITH,11896189,-,0,-,E,False,-0.09
319,19,2023-12-15,2023-12-15T15:55:54,2023-12-15T14:16:54,USD/CHF Mini converted at 1.050979364891835,-,E6.62,TRADE,B5BYP3A9,0.86796,0.86733,-1,E,False,6.62
320,20,2023-12-15,2023-12-15T14:11:05,2023-12-15T14:11:05,Solidaritätszuschlag,-,E-0.14,WITH,11768189,-,0,-,E,False,-0.14
321,21,2023-12-15,2023-12-15T14:11:05,2023-12-15T14:11:05,Solidaritätszuschlag,-,E-0.04,WITH,11770189,-,0,-,E,False,-0.04
322,22,2023-12-15,2023-12-15T14:11:05,2023-12-15T14:11:05,Kapitalertragssteuer,-,E-0.78,WITH,11769189,-,0,-,E,False,-0.78
323,23,2023-12-15,2023-12-15T14:11:05,2023-12-15T14:11:05,Kapitalertragssteuer,-,E-2.54,WITH,11767189,-,0,-,E,False,-2.54
324,24,2023-12-15,2023-12-15T14:10:56,2023-12-15T13:55:36,AUD/CAD Mini converted at 0.680416319050335,-,E3.13,TRADE,B4AATLBA,0.89499,0.89545,+1,E,False,3.13
325,25,2023-12-15,2023-12-15T14:10:55,2023-12-15T13:48:59,NZD/CAD Mini converted at 0.680416319050335,-,E10.14,TRADE,B4ADNMAX,0.82876,0.83025,+1,E,False,10.14
326,26,2023-12-15,2023-12-15T10:31:13,2023-12-15T10:31:13,Solidaritätszuschlag,-,E-0.03,WITH,11708189,-,0,-,E,False,-0.03
327,27,2023-12-15,2023-12-15T10:31:13,2023-12-15T10:31:13,Kapitalertragssteuer,-,E-0.59,WITH,11707189,-,0,-,E,False,-0.59
328,28,2023-12-15,2023-12-15T10:30:51,2023-12-15T10:03:18,EUR/USD Mini converted at 0.90741612,-,E2.36,TRADE,B27JF3AZ,1.0962,1.09646,+1,E,False,2.36
329,29,2023-12-15,2023-12-15T09:36:19,2023-12-15T09:36:19,Solidaritätszuschlag,-,E-0.17,WITH,11546189,-,0,-,E,False,-0.17
330,30,2023-12-15,2023-12-15T09:36:19,2023-12-15T09:36:19,Kapitalertragssteuer,-,E-3.13,WITH,11545189,-,0,-,E,False,-3.13
331,31,2023-12-15,2023-12-15T09:36:10,2023-12-15T08:48:56,GBP/USD Mini converted at 0.9078633725,-,E12.53,TRADE,B2X25CBC,1.27472,1.2761,+1,E,False,12.53
332,32,2023-12-15,2023-12-15T08:36:16,2023-12-14T21:32:08,GBP/USD Mini converted at 0.9169413975,-,E-9.26,TRADE,B2PARWA7,1.27637,1.27536,+1,E,False,-9.26
333,33,2023-12-15,2023-12-15T07:03:23,2023-12-15T07:03:23,Kapitalertragssteuer,-,E-3.74,WITH,91176189,-,0,-,E,False,-3.74
334,34,2023-12-15,2023-12-15T07:03:23,2023-12-15T07:03:23,Solidaritätszuschlag,-,E-0.21,WITH,91177189,-,0,-,E,False,-0.21
335,35,2023-12-15,2023-12-15T07:02:58,2023-12-15T02:32:47,AUD/CAD Mini converted at 0.676511782863195,-,E14.95,TRADE,B2BAK7AG,0.89946,0.89725,-1,E,False,14.95
336,36,2023-12-15,2023-12-15T05:10:17,2023-12-15T05:10:17,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag GBP/USD Mini umgerechnet in 0.9142,-,E-0.26,WITH,11183168,-,0,-,E,False,-0.26
337,37,2023-12-15,2023-12-15T05:09:46,2023-12-15T05:09:46,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag GBP/USD Mini umgerechnet in @{3@,-,E-0.10,WITH,11799168,-,0,-,E,False,-0.1
338,38,2023-12-14,2023-12-14T20:23:48,2023-12-14T20:23:48,Solidaritätszuschlag,-,E-0.09,WITH,11545189,-,0,-,E,False,-0.09
339,39,2023-12-14,2023-12-14T20:23:48,2023-12-14T20:23:48,Kapitalertragssteuer,-,E-1.61,WITH,11544189,-,0,-,E,False,-1.61
340,40,2023-12-14,2023-12-14T20:23:23,2023-12-14T18:20:00,GBP/USD Mini converted at 0.9049649375,-,E6.43,TRADE,BYV46WA2,1.27573,1.27644,+1,E,False,6.43
341,41,2023-12-14,2023-12-14T19:41:38,2023-12-14T19:41:38,Kapitalertragssteuer,-,E-0.71,WITH,11431189,-,0,-,E,False,-0.71
342,42,2023-12-14,2023-12-14T19:41:38,2023-12-14T19:41:38,Solidaritätszuschlag,-,E-0.04,WITH,11432189,-,0,-,E,False,-0.04
343,43,2023-12-14,2023-12-14T19:41:24,2023-12-14T19:12:42,GBP/CAD Mini converted at 0.674969812907935,-,E2.83,TRADE,BYQ6NPAM,1.71014,1.71056,+1,E,False,2.83
344,44,2023-12-14,2023-12-14T15:58:42,2023-12-14T15:58:42,Kapitalertragssteuer,-,E-1.54,WITH,11994189,-,0,-,E,False,-1.54
345,45,2023-12-14,2023-12-14T15:58:42,2023-12-14T15:58:42,Solidaritätszuschlag,-,E-0.07,WITH,11997189,-,0,-,E,False,-0.07
346,46,2023-12-14,2023-12-14T15:58:42,2023-12-14T15:58:42,Kapitalertragssteuer,-,E-1.20,WITH,11996189,-,0,-,E,False,-1.2
347,47,2023-12-14,2023-12-14T15:58:42,2023-12-14T15:58:42,Solidaritätszuschlag,-,E-0.08,WITH,11995189,-,0,-,E,False,-0.08
348,48,2023-12-14,2023-12-14T15:58:29,2023-12-14T15:49:55,NZD/CAD Mini converted at 0.67424943163135,-,E6.14,TRADE,BXJDYGAP,0.83155,0.83246,+1,E,False,6.14
349,49,2023-12-14,2023-12-14T15:58:29,2023-12-14T15:50:01,AUD/CAD Mini converted at 0.67424943163135,-,E4.79,TRADE,BXHUW7AJ,0.89838,0.89909,+1,E,False,4.79
350,0,2023-12-14,2023-12-14T15:01:02,2023-12-14T12:02:38,EUR/USD Mini converted at 0.9142012649999999,-,E-54.85,TRADE,BVCFRYAM,1.09339,1.09939,-1,E,False,-54.85
351,1,2023-12-14,2023-12-14T14:58:38,2023-12-14T14:58:38,Kapitalertragssteuer,-,E-6.02,WITH,91157189,-,0,-,E,False,-6.02
352,2,2023-12-14,2023-12-14T14:58:38,2023-12-14T14:58:38,Solidaritätszuschlag,-,E-0.33,WITH,91158189,-,0,-,E,False,-0.33
353,3,2023-12-14,2023-12-14T14:58:23,2023-12-14T14:39:39,GBP/USD Mini converted at 0.9053022425,-,E24.08,TRADE,BWTXKDBA,1.27241,1.27507,+1,E,False,24.08
354,4,2023-12-14,2023-12-14T14:11:14,2023-12-14T10:02:40,EUR/USD Mini converted at 0.917485605,-,E-55.05,TRADE,BUR6YCAM,1.08995,1.09595,-1,E,False,-55.05
355,5,2023-12-14,2023-12-14T14:06:54,2023-12-14T14:06:54,Solidaritätszuschlag,-,E-0.02,WITH,11252189,-,0,-,E,False,-0.02
356,6,2023-12-14,2023-12-14T14:06:54,2023-12-14T14:06:54,Kapitalertragssteuer,-,E-0.41,WITH,11251189,-,0,-,E,False,-0.41
357,7,2023-12-14,2023-12-14T14:06:41,2023-12-14T13:25:35,NZD/CAD Mini converted at 0.67750216187922,-,E1.63,TRADE,BV4ZV3BB,0.83346,0.8337,+1,E,False,1.63
358,8,2023-12-14,2023-12-14T12:00:52,2023-12-14T09:54:38,GBP/USD Mini converted at 0.91881924,-,E-45.94,TRADE,BUQ4FJAM,1.26609,1.27109,-1,E,False,-45.94
359,9,2023-12-14,2023-12-14T12:00:14,2023-12-14T09:05:09,GBP/USD Mini converted at 0.919340835,-,E-45.97,TRADE,BUFFVXAM,1.26406,1.26906,-1,E,False,-45.97
360,10,2023-12-14,2023-12-14T09:46:32,2023-12-14T09:46:32,Solidaritätszuschlag,-,E-0.04,WITH,11182189,-,0,-,E,False,-0.04
361,11,2023-12-14,2023-12-14T09:46:32,2023-12-14T09:46:32,Kapitalertragssteuer,-,E-0.68,WITH,11181189,-,0,-,E,False,-0.68
362,12,2023-12-14,2023-12-14T09:46:22,2023-12-14T08:25:35,AUD/NZD Mini converted at 0.566920878927175,-,E2.72,TRADE,BUNWGAAU,1.07982,1.07934,-1,E,False,2.72
363,13,2023-12-14,2023-12-14T09:38:29,2023-12-14T09:38:29,Solidaritätszuschlag,-,E-0.25,WITH,11131189,-,0,-,E,False,-0.25
364,14,2023-12-14,2023-12-14T09:38:29,2023-12-14T09:38:29,Kapitalertragssteuer,-,E-4.59,WITH,11130189,-,0,-,E,False,-4.59
365,15,2023-12-14,2023-12-14T09:38:06,2023-12-14T08:02:19,EUR/USD Mini converted at 0.912433905,-,E18.34,TRADE,BUM5P3A9,1.08838,1.09039,+1,E,False,18.34
366,16,2023-12-14,2023-12-14T09:02:35,2023-12-14T09:02:35,Kapitalertragssteuer,-,E-1.73,WITH,11868189,-,0,-,E,False,-1.73
367,17,2023-12-14,2023-12-14T09:02:35,2023-12-14T09:02:35,Solidaritätszuschlag,-,E-0.10,WITH,11869189,-,0,-,E,False,-0.1
368,18,2023-12-14,2023-12-14T09:02:13,2023-12-13T19:09:19,NZD/CAD Mini converted at 0.67787603384562,-,E7.39,TRADE,BUDEZ3AY,0.83501,0.83392,-1,E,False,7.39
369,19,2023-12-14,2023-12-14T08:24:00,2023-12-14T07:55:52,GBP/USD Mini converted at 0.92239905,-,E-2.58,TRADE,BT3925AK,1.26209,1.26237,-1,E,False,-2.58
370,20,2023-12-14,2023-12-14T07:40:33,2023-12-14T07:40:33,Solidaritätszuschlag,-,E-0.23,WITH,11300189,-,0,-,E,False,-0.23
371,21,2023-12-14,2023-12-14T07:40:33,2023-12-14T07:40:33,Kapitalertragssteuer,-,E-4.13,WITH,11299189,-,0,-,E,False,-4.13
